	log2FoldChange	pvalue	padj
ENSG00000213777	2.34334167732595	0.000775377077674037	0.216706145072353
ENSG00000137331	-1.1784673308282	0.000790301959035837	0.218668649045626
ENSG00000168356	1.29176257070795	0.000809890975957648	0.221870033799724
ENSG00000207781	-2.63538306378289	0.000847851522513005	0.229992193886395
ENSG00000153923	-3.7362280235032	0.000885299780355231	0.232499947027077
ENSG00000144406	2.05904119868277	0.000890707809637868	0.232499947027077
ENSG00000102098	1.6530059119618	0.00088503001556487	0.232499947027077
ENSG00000260310	1.22112823078129	0.000875332739854367	0.232499947027077
ENSG00000237268	-2.61109137442344	0.000906162725200364	0.234323518164195
ENSG00000236708	1.8978433616699	0.000922140390677169	0.23624724508932
ENSG00000271324	-2.18281543959514	0.000932048203797412	0.236594878448354
ENSG00000137441	2.16819336596398	0.000958802347171083	0.239102040240729
ENSG00000147724	-2.40342396216957	0.000959208011374495	0.239102040240729
ENSG00000196805	-5.10353238456046	0.00100906860736949	0.24928499372595
ENSG00000274578	2.65726492492763	0.0010353151550835	0.253505619699163
ENSG00000203783	-4.58609834077426	0.00106983755356893	0.257402915388685
ENSG00000259439	3.18850684701	0.00106735043020161	0.257402915388685
ENSG00000272381	-1.99405892782788	0.00109037564084974	0.258792640388822
ENSG00000177398	2.17520924163768	0.00109431995827432	0.258792640388822
ENSG00000128645	-1.89907261985171	0.00116577470422671	0.2643919696004
ENSG00000166257	1.40392656626381	0.00116522082705073	0.2643919696004
ENSG00000095777	2.6019532957581	0.00115094473702683	0.2643919696004
ENSG00000198513	0.752582974329361	0.0011304998603703	0.2643919696004
ENSG00000243137	-3.35961963243224	0.00115352430412001	0.2643919696004
ENSG00000248332	2.57043485202093	0.00121164045782446	0.272559998597926
ENSG00000230825	-1.38475139258025	0.00123956204611615	0.276592276241837
ENSG00000169862	1.96985587353534	0.0013072554212662	0.277869776808363
ENSG00000250337	-3.06333049466972	0.00131075278611924	0.277869776808363
ENSG00000105928	-0.886401011224179	0.00126090840520228	0.277869776808363
ENSG00000164742	1.24707237201107	0.00127248336144262	0.277869776808363
ENSG00000165376	-2.91562573869685	0.00131128266894945	0.277869776808363
ENSG00000155897	3.05233207392984	0.00131558570103348	0.277869776808363
ENSG00000133958	1.44370449748072	0.00130974810297193	0.277869776808363
ENSG00000132975	3.58229201460408	0.00134214183726499	0.281331231024887
