logFC	P.Value	adj.P.Val	sig_adjP_lfc1	sig_pval_lfc1	sig_adjP_lfc2	sig_pval_lfc2	sig_adjP_lfc3	sig_pval_lfc3
UPF2	0.340481378607363	0.261322789798444	0.972542201985067	-	-	-	-	-	-
MOB4	-0.308934735966209	0.261428937659267	0.972542201985067	-	-	-	-	-	-
ERP29	0.358066372751282	0.26209841614861	0.972542201985067	-	-	-	-	-	-
AUH	0.415054534601712	0.262098979365432	0.972542201985067	-	-	-	-	-	-
PEX5	0.300516554259716	0.262385852286768	0.972542201985067	-	-	-	-	-	-
PIP5K1A	-0.333270578789043	0.262477391832346	0.972542201985067	-	-	-	-	-	-
SDCBP	-0.21465767954124	0.262829615550067	0.972542201985067	-	-	-	-	-	-
IER5	-0.46824260776575	0.262852476760265	0.972542201985067	-	-	-	-	-	-
HMOX1	0.379465656920117	0.262980007338639	0.972542201985067	-	-	-	-	-	-
VCL	0.186240402560249	0.263033307232575	0.972542201985067	-	-	-	-	-	-
ADAT1	-0.396045977953946	0.263140288088185	0.972542201985067	-	-	-	-	-	-
HMGN1	0.221937176782304	0.263787367056137	0.972542201985067	-	-	-	-	-	-
TMED7	-0.329514600429916	0.264292749962046	0.972542201985067	-	-	-	-	-	-
BAG5	-0.378652668405497	0.264468686725516	0.972542201985067	-	-	-	-	-	-
ECI2	0.431625485248695	0.264601361696783	0.972542201985067	-	-	-	-	-	-
EIF4G1	-0.423115235226449	0.264641588904069	0.972542201985067	-	-	-	-	-	-
GANAB	-0.290506800107638	0.264645771218085	0.972542201985067	-	-	-	-	-	-
PPP1R8	0.254408592803397	0.264665775658695	0.972542201985067	-	-	-	-	-	-
SCAP	0.290293577777148	0.264751847913739	0.972542201985067	-	-	-	-	-	-
KATNIP	-0.282387952499964	0.264968111041263	0.972542201985067	-	-	-	-	-	-
FKBP2	0.24573894866706	0.264980634799754	0.972542201985067	-	-	-	-	-	-
ZWINT	-0.596641904584861	0.266000974781871	0.972542201985067	-	-	-	-	-	-
C1S	-0.740004582768584	0.266410815350276	0.972542201985067	-	-	-	-	-	-
HNRNPU	-0.293825292858679	0.266978113836497	0.972542201985067	-	-	-	-	-	-
GAS6	0.528061849810941	0.267028325164141	0.972542201985067	-	-	-	-	-	-
MCL1	-0.321117575092439	0.267112797204334	0.972542201985067	-	-	-	-	-	-
NMI	-0.442458524165535	0.267695127316066	0.972542201985067	-	-	-	-	-	-
UBE2K	0.343607263594604	0.267793742381441	0.972542201985067	-	-	-	-	-	-
SNX3	-0.303752902255391	0.267872196380798	0.972542201985067	-	-	-	-	-	-
NOP53	0.281786924690205	0.268611347426685	0.972542201985067	-	-	-	-	-	-
NDUFV1	0.350048473066103	0.268634241790909	0.972542201985067	-	-	-	-	-	-
IPO5	-0.334691449931788	0.269004965361605	0.972542201985067	-	-	-	-	-	-
DDB1	0.201764093232135	0.269108775698299	0.972542201985067	-	-	-	-	-	-
TRIM38	-0.299964461535856	0.26955976746538	0.972542201985067	-	-	-	-	-	-
KHDC4	-0.409193241119604	0.269993299274873	0.972542201985067	-	-	-	-	-	-
TMEM127	-0.203153711849848	0.270043089174014	0.972542201985067	-	-	-	-	-	-
GGH	0.785125288511294	0.270046546064692	0.972542201985067	-	-	-	-	-	-
EXOSC5	0.303290834127616	0.270261576242944	0.972542201985067	-	-	-	-	-	-
PRR14	-0.295947187458073	0.270664249003603	0.972542201985067	-	-	-	-	-	-
LAMTOR2	-0.411813807037099	0.270855288996654	0.972542201985067	-	-	-	-	-	-
HIGD2A	0.323310566346497	0.271102351735867	0.972542201985067	-	-	-	-	-	-
DPF2	-0.210068988512574	0.271175086463294	0.972542201985067	-	-	-	-	-	-
RUVBL2	0.225322301735974	0.2714337684088	0.972542201985067	-	-	-	-	-	-
PRDX2	0.251668781231505	0.271587929241676	0.972542201985067	-	-	-	-	-	-
RPL7A	0.217697604387558	0.271893865258938	0.972542201985067	-	-	-	-	-	-
GLG1	0.307065028201473	0.272053119187757	0.972542201985067	-	-	-	-	-	-
TXNDC9	-0.302143646495022	0.272198073763304	0.972542201985067	-	-	-	-	-	-
PNPLA2	0.299795135373642	0.272354981157175	0.972542201985067	-	-	-	-	-	-
CASC3	0.379247028373721	0.272479461371448	0.972542201985067	-	-	-	-	-	-
SSR4	-0.281048241220308	0.27279624234082	0.972542201985067	-	-	-	-	-	-
MARK4	0.284310981701898	0.273074127313945	0.972542201985067	-	-	-	-	-	-
REXO4	-0.258060476158696	0.273219641852347	0.972542201985067	-	-	-	-	-	-
GPX4	-0.336972437466137	0.274659163316358	0.972542201985067	-	-	-	-	-	-
RAB15	0.379536898506955	0.274702960768469	0.972542201985067	-	-	-	-	-	-
LHFPL2	-0.308759648073548	0.27482951895133	0.972542201985067	-	-	-	-	-	-
SH3BP5	0.355098766847396	0.275060904043568	0.972542201985067	-	-	-	-	-	-
ANXA7	0.302685656375234	0.275154415245547	0.972542201985067	-	-	-	-	-	-
SLC25A24	-0.178354764410894	0.275372811910546	0.972542201985067	-	-	-	-	-	-
GFUS	-0.491060226842289	0.275509383170918	0.972542201985067	-	-	-	-	-	-
RSL24D1	-0.334734188258626	0.275731709680878	0.972542201985067	-	-	-	-	-	-
EPS8L1	0.339517874914983	0.276051528400338	0.972542201985067	-	-	-	-	-	-
ISLR	0.917370150419111	0.276144427156987	0.972542201985067	-	-	-	-	-	-
ARHGEF18	-0.306804804168553	0.276351003965779	0.972542201985067	-	-	-	-	-	-
AKAP8	0.204827593940946	0.276501252191723	0.972542201985067	-	-	-	-	-	-
TJAP1	-0.251293617159582	0.276550491577743	0.972542201985067	-	-	-	-	-	-
HLA-DMA	-0.71961248646417	0.276697085106841	0.972542201985067	-	-	-	-	-	-
CHMP2A	0.396860854118663	0.276946871334748	0.972542201985067	-	-	-	-	-	-
COG4	0.291877294151477	0.276947606936673	0.972542201985067	-	-	-	-	-	-
TNFSF10	-0.895201865794607	0.277631071077865	0.972542201985067	-	-	-	-	-	-
CZIB	0.219894449025511	0.277720384013016	0.972542201985067	-	-	-	-	-	-
NXN	-0.635175025623884	0.278075199757614	0.972542201985067	-	-	-	-	-	-
PAM	-0.451040452489096	0.279088586308795	0.972542201985067	-	-	-	-	-	-
CCNT1	-0.245586480023379	0.279131690570023	0.972542201985067	-	-	-	-	-	-
PPP1R7	0.282746313578028	0.279565964046503	0.972542201985067	-	-	-	-	-	-
NAA50	-0.331452161260639	0.279570024162617	0.972542201985067	-	-	-	-	-	-
HSPA8	-0.196099486665029	0.279863239228857	0.972542201985067	-	-	-	-	-	-
C19orf53	0.259308790020687	0.279913353363293	0.972542201985067	-	-	-	-	-	-
EPS15	0.269754027802214	0.279990521975047	0.972542201985067	-	-	-	-	-	-
ZNF337	-0.281604731887141	0.280110508960402	0.972542201985067	-	-	-	-	-	-
FYCO1	0.229998113514522	0.280218135229699	0.972542201985067	-	-	-	-	-	-
USP9X	-0.319252277828296	0.280352536254519	0.972542201985067	-	-	-	-	-	-
GALNT12	-0.645773096608578	0.280645948876251	0.972542201985067	-	-	-	-	-	-
LSM14A	0.338064839607492	0.280674908113329	0.972542201985067	-	-	-	-	-	-
ATP13A1	0.267064287213664	0.281405789393751	0.972542201985067	-	-	-	-	-	-
SNRPA1	-0.368000806966771	0.281711462044332	0.972542201985067	-	-	-	-	-	-
RPL7	-0.162802179832973	0.281972857671688	0.972542201985067	-	-	-	-	-	-
METTL18	-0.370785950381727	0.282158732276314	0.972542201985067	-	-	-	-	-	-
OCEL1	0.338956024429181	0.282582091282979	0.972542201985067	-	-	-	-	-	-
CNPY2	-0.270586633428578	0.282647436200286	0.972542201985067	-	-	-	-	-	-
NSFL1C	0.219926867605273	0.283060098522035	0.972542201985067	-	-	-	-	-	-
BANP	0.24562823092253	0.283507801690049	0.972542201985067	-	-	-	-	-	-
NME7	-0.393667049580119	0.283699881951335	0.972542201985067	-	-	-	-	-	-
PARP1	-0.316534043260059	0.283740365129917	0.972542201985067	-	-	-	-	-	-
NCK2	0.332105848312449	0.284015924388799	0.972542201985067	-	-	-	-	-	-
FUT8	0.564329089094277	0.284144244068171	0.972542201985067	-	-	-	-	-	-
GOLGA8N	0.275984188294481	0.284207186516527	0.972542201985067	-	-	-	-	-	-
OGFOD3	0.29003575034283	0.284487717512432	0.972542201985067	-	-	-	-	-	-
SUPT5H	0.320463662102432	0.284518459880752	0.972542201985067	-	-	-	-	-	-
WASHC3	0.442260799455881	0.284820567794211	0.972542201985067	-	-	-	-	-	-
PEPD	0.418537823567007	0.284840053554178	0.972542201985067	-	-	-	-	-	-
PSMC2	-0.446495683751103	0.285091015885425	0.972542201985067	-	-	-	-	-	-
ACAA1	0.24757822112618	0.285863681402665	0.972542201985067	-	-	-	-	-	-
GNPDA1	-0.241086265832616	0.286165223817422	0.972542201985067	-	-	-	-	-	-
TRIB2	-0.572394050224799	0.286441496509049	0.972542201985067	-	-	-	-	-	-
RETREG2	0.225052238295776	0.286982160665099	0.972542201985067	-	-	-	-	-	-
ERMP1	-0.417988305324057	0.287275838923415	0.972542201985067	-	-	-	-	-	-
LMNB1	-0.580207997280517	0.287453982297021	0.972542201985067	-	-	-	-	-	-
SFT2D2	-0.271607081234451	0.287550156127187	0.972542201985067	-	-	-	-	-	-
ARPP19	-0.31741319009792	0.287899693662038	0.972542201985067	-	-	-	-	-	-
CUL4B	-0.357860635667292	0.288365422328801	0.972542201985067	-	-	-	-	-	-
ORAI3	-0.315383054749898	0.288434511103342	0.972542201985067	-	-	-	-	-	-
CD34	0.191929230792656	0.288510166321109	0.972542201985067	-	-	-	-	-	-
CAB39	-0.309728676656138	0.288731164493956	0.972542201985067	-	-	-	-	-	-
MST1	0.376056656439084	0.288837521940694	0.972542201985067	-	-	-	-	-	-
MYDGF	-0.313961331005165	0.289146915255479	0.972542201985067	-	-	-	-	-	-
SCCPDH	0.319602975575779	0.28927764303328	0.972542201985067	-	-	-	-	-	-
TAPBP	-0.331979947406564	0.289964195048212	0.972542201985067	-	-	-	-	-	-
EIF4EBP1	0.459624257348676	0.290250914596053	0.972542201985067	-	-	-	-	-	-
IGBP1	-0.353767939701195	0.290571851840646	0.972542201985067	-	-	-	-	-	-
CSK	0.249197480404545	0.290727148448201	0.972542201985067	-	-	-	-	-	-
CDC123	0.305093587638471	0.291146926679129	0.972542201985067	-	-	-	-	-	-
ATP6V1B2	-0.355047077427805	0.291223718009576	0.972542201985067	-	-	-	-	-	-
PRAME	-1.16998884541497	0.291634433104918	0.972542201985067	-	-	-	-	-	-
PLOD3	-0.313311455487366	0.292238817249308	0.972542201985067	-	-	-	-	-	-
ARFGEF1	-0.331142082971992	0.292314695687409	0.972542201985067	-	-	-	-	-	-
NCOA1	0.290083761118397	0.292506982997831	0.972542201985067	-	-	-	-	-	-
DDOST	0.260598336663981	0.292543043824792	0.972542201985067	-	-	-	-	-	-
NAXD	-0.350749312538149	0.292546288005987	0.972542201985067	-	-	-	-	-	-
JOSD1	-0.267691078675417	0.292684301238006	0.972542201985067	-	-	-	-	-	-
NDUFA3	0.488739617665564	0.292770341807699	0.972542201985067	-	-	-	-	-	-
MSH2	-0.374382999186179	0.293049180859549	0.972542201985067	-	-	-	-	-	-
BTAF1	-0.376341852773384	0.293054061269732	0.972542201985067	-	-	-	-	-	-
MAGEF1	-0.295308121458072	0.293075194313043	0.972542201985067	-	-	-	-	-	-
S100A1	-0.775533697033475	0.293142551642389	0.972542201985067	-	-	-	-	-	-
PLEKHJ1	-0.21841735319604	0.29327946367412	0.972542201985067	-	-	-	-	-	-
BAP1	0.265899291417088	0.293279839199174	0.972542201985067	-	-	-	-	-	-
TSN	-0.294061759825328	0.293292151861391	0.972542201985067	-	-	-	-	-	-
TMSB4X	-0.170726752461106	0.29337935819522	0.972542201985067	-	-	-	-	-	-
RNPEPL1	0.26132285696114	0.293587090585564	0.972542201985067	-	-	-	-	-	-
N4BP1	-0.236390738464461	0.293794190828099	0.972542201985067	-	-	-	-	-	-
RAI14	-0.571417106692187	0.294208298822533	0.972542201985067	-	-	-	-	-	-
CD9	0.229703564119748	0.294301815921469	0.972542201985067	-	-	-	-	-	-
HIGD1A	-0.312935359603814	0.294415187762824	0.972542201985067	-	-	-	-	-	-
CPSF4	-0.297634778879231	0.294776066950595	0.972542201985067	-	-	-	-	-	-
DCTN1	-0.344891157459718	0.29482716482374	0.972542201985067	-	-	-	-	-	-
SGSH	-0.187653375387054	0.29492839150259	0.972542201985067	-	-	-	-	-	-
SLC30A3	0.182005461100605	0.295026878798276	0.972542201985067	-	-	-	-	-	-
PAFAH1B1	-0.290451793281312	0.295043772926941	0.972542201985067	-	-	-	-	-	-
E2F5	-0.576044458682521	0.295903837389331	0.972550434711424	-	-	-	-	-	-
POLR2I	0.353667856072406	0.295928192086758	0.972550434711424	-	-	-	-	-	-
MAPK9	-0.288785974512487	0.296024198291255	0.972550434711424	-	-	-	-	-	-
THUMPD1	-0.36068397397533	0.296175176979469	0.972550434711424	-	-	-	-	-	-
CD55	-0.712983525332532	0.296552981530626	0.972550434711424	-	-	-	-	-	-
CTNNA1	-0.277982498777789	0.296717696775385	0.972550434711424	-	-	-	-	-	-
MLEC	0.306812195574048	0.296878358305041	0.972550434711424	-	-	-	-	-	-
SIDT2	0.321276181536039	0.297382585308971	0.972550434711424	-	-	-	-	-	-
FAF2	-0.350396283258634	0.297415746384518	0.972550434711424	-	-	-	-	-	-
PRMT5	0.259270399388451	0.297782524060635	0.972550434711424	-	-	-	-	-	-
SPSB3	-0.223867202305842	0.297866000299071	0.972550434711424	-	-	-	-	-	-
TMEM126B	-0.218557577803419	0.298143269987028	0.972618715675654	-	-	-	-	-	-
MYCL	0.497255611757466	0.298565208670025	0.973158420699376	-	-	-	-	-	-
STAT5A	0.250584084263642	0.299203420777322	0.974401526548634	-	-	-	-	-	-
PSMB10	-0.423757019602956	0.30010485147029	0.975287686054806	-	-	-	-	-	-
PGAP3	0.471272213878481	0.300217482233356	0.975287686054806	-	-	-	-	-	-
UBE4A	0.251255897871656	0.300246709887194	0.975287686054806	-	-	-	-	-	-
BCAS2	-0.341991212283222	0.300566401705652	0.975490956433914	-	-	-	-	-	-
PRB1	0.222963321762452	0.30106349134061	0.975539336915485	-	-	-	-	-	-
AFG3L2	0.267767827118079	0.301095562342655	0.975539336915485	-	-	-	-	-	-
WWP1	-0.442164350515076	0.302144491777966	0.976679182392043	-	-	-	-	-	-
SERPINA5	0.932347972870822	0.30271847690286	0.976679182392043	-	-	-	-	-	-
RHEB	-0.204881657700987	0.302894476101778	0.976679182392043	-	-	-	-	-	-
AP1M2	0.291093382097365	0.303461229943477	0.976679182392043	-	-	-	-	-	-
RPL27	0.147020969856461	0.303975090601574	0.976679182392043	-	-	-	-	-	-
RBBP8	-0.46857663540303	0.304153310440445	0.976679182392043	-	-	-	-	-	-
CETN2	-0.358976800446438	0.304364702395125	0.976679182392043	-	-	-	-	-	-
GRB2	0.192892013442538	0.304489368789295	0.976679182392043	-	-	-	-	-	-
FKBP1A	0.261598665754414	0.304514585029752	0.976679182392043	-	-	-	-	-	-
PSMD3	0.376502261151145	0.305081844385045	0.976679182392043	-	-	-	-	-	-
BCL9	-0.300471290122412	0.305529043239125	0.976679182392043	-	-	-	-	-	-
SDR39U1	0.373404267849923	0.306474204205473	0.976679182392043	-	-	-	-	-	-
TPX2	-0.622539596135446	0.306794571047439	0.976679182392043	-	-	-	-	-	-
TUBB2A	0.422688573799445	0.307833844033014	0.976679182392043	-	-	-	-	-	-
RBM22	-0.278889519657572	0.307946367526243	0.976679182392043	-	-	-	-	-	-
LSM2	-0.333873283629915	0.308329895871642	0.976679182392043	-	-	-	-	-	-
TPP1	-0.260721448264243	0.308417791140057	0.976679182392043	-	-	-	-	-	-
RTL8C	-0.257093889055243	0.308466861641359	0.976679182392043	-	-	-	-	-	-
GTF2B	-0.227343171147682	0.308617061707414	0.976679182392043	-	-	-	-	-	-
SUN2	0.230500101335075	0.308628468094835	0.976679182392043	-	-	-	-	-	-
JPT2	-0.239607008296807	0.308686487959343	0.976679182392043	-	-	-	-	-	-
KLF10	0.398114867961433	0.308746713916016	0.976679182392043	-	-	-	-	-	-
NBN	-0.253949198923751	0.308850005368782	0.976679182392043	-	-	-	-	-	-
ZNF136	0.277949162386266	0.308860385489687	0.976679182392043	-	-	-	-	-	-
ACD	-0.366122725625508	0.308872947905154	0.976679182392043	-	-	-	-	-	-
RPS5	0.214839717904557	0.30904628014685	0.976679182392043	-	-	-	-	-	-
BABAM2	0.258982879654007	0.309162661297165	0.976679182392043	-	-	-	-	-	-
DAD1	0.217208047958097	0.309218558699697	0.976679182392043	-	-	-	-	-	-
MKNK2	-0.295906997930198	0.309451962185373	0.976679182392043	-	-	-	-	-	-
TUBGCP2	-0.204505487494597	0.309738520952205	0.976679182392043	-	-	-	-	-	-
ACTR3	-0.249493491619197	0.309754615373085	0.976679182392043	-	-	-	-	-	-
KAT5	0.221548019801026	0.309784935463785	0.976679182392043	-	-	-	-	-	-
TES	-0.271679786203961	0.309982894159978	0.976679182392043	-	-	-	-	-	-
RAD51AP1	-0.671144735406794	0.310305917715751	0.976679182392043	-	-	-	-	-	-
RPS8	0.140884791104207	0.310507999462695	0.976679182392043	-	-	-	-	-	-
TMX2	-0.253031452658336	0.311160880600411	0.976679182392043	-	-	-	-	-	-
PARD3	-0.239924720831372	0.311291396171657	0.976679182392043	-	-	-	-	-	-
RNF38	-0.282170880141023	0.311490455671478	0.976679182392043	-	-	-	-	-	-
HSPA9	-0.230212919100484	0.31164659792396	0.976679182392043	-	-	-	-	-	-
ERCC1	0.30478986364922	0.311744462276427	0.976679182392043	-	-	-	-	-	-
DNASE1L1	-0.315704303236819	0.312100602043248	0.97685385943307	-	-	-	-	-	-
PRRC2C	-0.302542455008353	0.312315163809255	0.97685385943307	-	-	-	-	-	-
TBL1XR1	-0.251116339491013	0.312823946344101	0.976924404316502	-	-	-	-	-	-
ARID1A	0.224388780604701	0.313136893847724	0.976924404316502	-	-	-	-	-	-
CPSF6	-0.282965859659398	0.313366272978747	0.976924404316502	-	-	-	-	-	-
NME4	0.381755765798893	0.313450408557461	0.976924404316502	-	-	-	-	-	-
MRPS28	-0.45398372950213	0.313918734554018	0.976924404316502	-	-	-	-	-	-
EBNA1BP2	0.292935984796609	0.313927852938572	0.976924404316502	-	-	-	-	-	-
TRIM26	-0.244871925362244	0.31453051411127	0.976924404316502	-	-	-	-	-	-
POT1	-0.31252210998782	0.314696158338628	0.976924404316502	-	-	-	-	-	-
PIK3R3	-0.435172211605597	0.314868433707943	0.976924404316502	-	-	-	-	-	-
USP4	0.198560402257418	0.315004432701624	0.976924404316502	-	-	-	-	-	-
HBA1	0.804999287717842	0.315411172044055	0.976924404316502	-	-	-	-	-	-
TCEAL4	0.291188462703258	0.315427621319904	0.976924404316502	-	-	-	-	-	-
PNOC	1.12532929602252	0.315828980894553	0.977369619505655	-	-	-	-	-	-
ZNF212	-0.263515006204012	0.316207326762648	0.977742948441309	-	-	-	-	-	-
EGR1	-0.637577134159901	0.316630238160798	0.977800240873209	-	-	-	-	-	-
NUP85	0.28966315372957	0.316834908070325	0.977800240873209	-	-	-	-	-	-
PAX8	-0.460570518911946	0.316999023793897	0.977800240873209	-	-	-	-	-	-
CREB3	-0.255689673010974	0.317642496449344	0.978090981317321	-	-	-	-	-	-
SUGP1	0.15660212253781	0.318256243312336	0.978090981317321	-	-	-	-	-	-
PDCL	-0.263470914770777	0.318334612959311	0.978090981317321	-	-	-	-	-	-
TERF1	-0.232260946985112	0.318596790129468	0.978090981317321	-	-	-	-	-	-
EIF4EBP3	0.494431558314212	0.319707132015649	0.978090981317321	-	-	-	-	-	-
EIF2AK2	-0.321441907918506	0.320255910791266	0.978090981317321	-	-	-	-	-	-
ACP2	-0.288360516948524	0.320295428755503	0.978090981317321	-	-	-	-	-	-
PEF1	0.264438619322267	0.320447382825645	0.978090981317321	-	-	-	-	-	-
ORMDL2	-0.413959863216982	0.320712000240186	0.978090981317321	-	-	-	-	-	-
ACOT13	-0.402974410543915	0.321268456665275	0.978090981317321	-	-	-	-	-	-
PSMC4	0.40460560406382	0.321375777889358	0.978090981317321	-	-	-	-	-	-
GLRX2	-0.343882285504883	0.321475255232496	0.978090981317321	-	-	-	-	-	-
RNF11	0.244219247536361	0.321781842529237	0.978090981317321	-	-	-	-	-	-
TAF6	-0.248420510963177	0.322097465981235	0.978090981317321	-	-	-	-	-	-
LMAN2L	-0.224622656276152	0.32231115001912	0.978090981317321	-	-	-	-	-	-
PPAN	0.222397373055782	0.322626920561848	0.978090981317321	-	-	-	-	-	-
TEAD4	-0.377655378506768	0.322922202727604	0.978090981317321	-	-	-	-	-	-
MRPS33	0.314963605966496	0.323171254841365	0.978090981317321	-	-	-	-	-	-
SERPINH1	-0.382660668326752	0.323346635569353	0.978090981317321	-	-	-	-	-	-
MED21	-0.4722775908207	0.323357189392732	0.978090981317321	-	-	-	-	-	-
MZT2B	-0.229757697382208	0.323382493435076	0.978090981317321	-	-	-	-	-	-
ACVR2A	0.239415839935071	0.323510988668672	0.978090981317321	-	-	-	-	-	-
ESD	0.22965709472478	0.323686200489134	0.978090981317321	-	-	-	-	-	-
RPS20	-0.261869011260458	0.323763976644216	0.978090981317321	-	-	-	-	-	-
RBM23	0.244972092674859	0.324069961406917	0.978090981317321	-	-	-	-	-	-
LILRB3	0.208749462343734	0.324216565216154	0.978090981317321	-	-	-	-	-	-
MRPL12	0.25649463726324	0.324377335399081	0.978090981317321	-	-	-	-	-	-
BCL7C	-0.234134834888318	0.324435550876015	0.978090981317321	-	-	-	-	-	-
NOTCH2	0.210192904830203	0.325511503369236	0.978090981317321	-	-	-	-	-	-
MYOF	0.245284477713624	0.325533561590337	0.978090981317321	-	-	-	-	-	-
HK1	0.344786455641406	0.325552093110373	0.978090981317321	-	-	-	-	-	-
MACIR	-0.467295053956089	0.325580644078014	0.978090981317321	-	-	-	-	-	-
RPS6KC1	-0.440966754955237	0.325600661413752	0.978090981317321	-	-	-	-	-	-
STAT2	-0.262845814601856	0.326296497109147	0.979055807067741	-	-	-	-	-	-
SINHCAF	-0.419913873941039	0.326549636774561	0.979055807067741	-	-	-	-	-	-
VRK2	-0.228934162258881	0.32669600731359	0.979055807067741	-	-	-	-	-	-
LDOC1	0.628171125072813	0.327568530056864	0.980616258881674	-	-	-	-	-	-
FCGRT	0.287395670146106	0.327791091345456	0.980616258881674	-	-	-	-	-	-
PGAM1	0.261086271762927	0.328056345676985	0.980616258881674	-	-	-	-	-	-
GINS1	-0.604548224992645	0.328383137389598	0.980616258881674	-	-	-	-	-	-
OSBPL2	0.269875420725508	0.32850903137549	0.980616258881674	-	-	-	-	-	-
MXRA8	0.540234023491044	0.32906411041336	0.98150097083985	-	-	-	-	-	-
FANCG	-0.337111428906071	0.330605779595956	0.98213933764917	-	-	-	-	-	-
SPAG4	0.629553689090964	0.330624312682918	0.98213933764917	-	-	-	-	-	-
MYH10	-0.480204906707008	0.330838803104419	0.98213933764917	-	-	-	-	-	-
GSTA4	0.374259830310514	0.330911886700399	0.98213933764917	-	-	-	-	-	-
CIZ1	0.267518486641307	0.330992952555362	0.98213933764917	-	-	-	-	-	-
KCTD14	-0.759252543457005	0.331044107274764	0.98213933764917	-	-	-	-	-	-
ZFAND1	-0.436496219389761	0.331468642994733	0.98213933764917	-	-	-	-	-	-
EYA2	0.812354441344804	0.331494790534135	0.98213933764917	-	-	-	-	-	-
HERPUD1	-0.199534378735408	0.331607931346491	0.98213933764917	-	-	-	-	-	-
HNRNPUL1	0.312315743999754	0.332251513189739	0.983173894017241	-	-	-	-	-	-
TRIM28	0.302818648325709	0.333227559107136	0.983173894017241	-	-	-	-	-	-
SACM1L	0.290323705474021	0.333788533302055	0.983173894017241	-	-	-	-	-	-
DEDD	-0.237352929356183	0.333933603479407	0.983173894017241	-	-	-	-	-	-
TM2D3	-0.28697448451111	0.334329316278575	0.983173894017241	-	-	-	-	-	-
STEAP1	-0.659699128768044	0.334381315196593	0.983173894017241	-	-	-	-	-	-
RPL14	0.177314495103985	0.334580742286709	0.983173894017241	-	-	-	-	-	-
NXF1	-0.163504036748575	0.335038686699885	0.983173894017241	-	-	-	-	-	-
EIF4A1	-0.204433528223611	0.335067431250882	0.983173894017241	-	-	-	-	-	-
ENSA	-0.29958610587698	0.33548457277851	0.983173894017241	-	-	-	-	-	-
LYRM4	0.318794572138214	0.336328492811874	0.983173894017241	-	-	-	-	-	-
HSPA1A	0.309540929087015	0.337040741889349	0.983173894017241	-	-	-	-	-	-
YY1AP1	-0.296422748427742	0.337066870818133	0.983173894017241	-	-	-	-	-	-
MPHOSPH10	-0.206934488756223	0.337363058603777	0.983173894017241	-	-	-	-	-	-
DPH2	0.242139986446392	0.337441607899811	0.983173894017241	-	-	-	-	-	-
VPS33B	-0.246928666405047	0.337638086874297	0.983173894017241	-	-	-	-	-	-
RPS3A	-0.127184004151647	0.338093244523826	0.983173894017241	-	-	-	-	-	-
ATP6V0B	0.279493911752113	0.338294281091919	0.983173894017241	-	-	-	-	-	-
SELENOW	-0.293467548074584	0.338682633653674	0.983173894017241	-	-	-	-	-	-
ATIC	-0.275988139407596	0.338714210023605	0.983173894017241	-	-	-	-	-	-
TIMP2	0.406139672666737	0.339018749244994	0.983173894017241	-	-	-	-	-	-
RPL28	0.195414565275528	0.339148297098133	0.983173894017241	-	-	-	-	-	-
UNC5B	0.369895953975306	0.340237917629977	0.983173894017241	-	-	-	-	-	-
TNIP2	0.33214420451273	0.340408153545623	0.983173894017241	-	-	-	-	-	-
RYBP	0.220693020798428	0.340467066090847	0.983173894017241	-	-	-	-	-	-
EEF1D	-0.296986920665309	0.340480525064401	0.983173894017241	-	-	-	-	-	-
CPQ	0.371412311692504	0.340514989572349	0.983173894017241	-	-	-	-	-	-
ZFYVE21	0.299399293166943	0.340706017206879	0.983173894017241	-	-	-	-	-	-
IMPDH2	0.321585963556112	0.340961645210079	0.983173894017241	-	-	-	-	-	-
SEC23B	-0.290545178612413	0.341071034399755	0.983173894017241	-	-	-	-	-	-
MAP2K3	0.215116209473878	0.341288134762563	0.983173894017241	-	-	-	-	-	-
TRMT12	0.290003755299814	0.341487488989618	0.983173894017241	-	-	-	-	-	-
DPM3	0.364235864686517	0.341597703756946	0.983173894017241	-	-	-	-	-	-
TRAPPC8	-0.310374171387496	0.341695370826101	0.983173894017241	-	-	-	-	-	-
PYCR3	-0.389003455953143	0.341897844977209	0.983173894017241	-	-	-	-	-	-
VOPP1	-0.363586330439151	0.342694058238126	0.983173894017241	-	-	-	-	-	-
GRPEL1	0.332182682550583	0.343122650223072	0.983173894017241	-	-	-	-	-	-
DYRK2	-0.491557638774526	0.343150256340222	0.983173894017241	-	-	-	-	-	-
DAXX	-0.222969363027153	0.343175737902562	0.983173894017241	-	-	-	-	-	-
SCP2	0.240329116584883	0.343391178861223	0.983173894017241	-	-	-	-	-	-
PPIA	-0.160436397066729	0.343459460346245	0.983173894017241	-	-	-	-	-	-
VMP1	-0.373785527917237	0.343460042885318	0.983173894017241	-	-	-	-	-	-
CDC37	0.290143273406233	0.343629517902494	0.983173894017241	-	-	-	-	-	-
COPZ1	-0.233248657945146	0.343981718452822	0.983173894017241	-	-	-	-	-	-
RAF1	-0.241158580077391	0.3440183749163	0.983173894017241	-	-	-	-	-	-
HNRNPL	0.357251964879635	0.344121839886708	0.983173894017241	-	-	-	-	-	-
ZP3	0.516600056905757	0.344342147695324	0.983173894017241	-	-	-	-	-	-
AIFM1	-0.446793505829862	0.344421475174694	0.983173894017241	-	-	-	-	-	-
TMPRSS4	-0.85867246974516	0.344655055098295	0.983173894017241	-	-	-	-	-	-
DNAAF5	-0.368596472341504	0.346079424137755	0.98442244268348	-	-	-	-	-	-
