logFC	P.Value	adj.P.Val	sig_adjP_lfc1	sig_pval_lfc1	sig_adjP_lfc2	sig_pval_lfc2	sig_adjP_lfc3	sig_pval_lfc3
RGS19	0.185889457501162	0.461915449438093	0.989314375600245	-	-	-	-	-	-
PNMA8A	-0.427193206938079	0.462624252732674	0.989314375600245	-	-	-	-	-	-
LAMP1	-0.237831223226962	0.4628015174441	0.989314375600245	-	-	-	-	-	-
RNF13	0.219713643726373	0.462997329124829	0.989314375600245	-	-	-	-	-	-
UBE2Z	0.173391394735044	0.463067391180993	0.989314375600245	-	-	-	-	-	-
PPAT	0.235150313044835	0.463448498007386	0.989314375600245	-	-	-	-	-	-
TMED1	0.19463657566217	0.463515445740032	0.989314375600245	-	-	-	-	-	-
CTPS1	-0.302434656427547	0.464125528537667	0.989314375600245	-	-	-	-	-	-
SUPT4H1	0.188196100686055	0.464181197535877	0.989314375600245	-	-	-	-	-	-
CCDC47	0.280521455276035	0.464715366538414	0.989314375600245	-	-	-	-	-	-
SFN	-0.347168539920075	0.46477566550262	0.989314375600245	-	-	-	-	-	-
ZNF217	-0.215590585969694	0.465402938362044	0.989314375600245	-	-	-	-	-	-
MFAP1	-0.208028132511438	0.465739469930748	0.989314375600245	-	-	-	-	-	-
FAM222B	0.192581805935733	0.465928893318018	0.989314375600245	-	-	-	-	-	-
TEX2	0.215663607040074	0.465934663462334	0.989314375600245	-	-	-	-	-	-
UQCRFS1	0.2014403759443	0.466454253787418	0.989314375600245	-	-	-	-	-	-
AFTPH	0.147891164379766	0.466512675881325	0.989314375600245	-	-	-	-	-	-
HMGCR	-0.300929764364566	0.466653453999913	0.989314375600245	-	-	-	-	-	-
MMADHC	-0.155050748371748	0.467253137020538	0.989314375600245	-	-	-	-	-	-
TLCD3A	-0.295210075667297	0.467259545029816	0.989314375600245	-	-	-	-	-	-
RAB17	-0.291366090468654	0.467279934964159	0.989314375600245	-	-	-	-	-	-
PPP2R5E	0.174109497238178	0.468138494171197	0.989314375600245	-	-	-	-	-	-
UCK2	0.184557552863492	0.468353159458929	0.989314375600245	-	-	-	-	-	-
ZNF232	-0.333904596671855	0.468990218399432	0.989314375600245	-	-	-	-	-	-
XPOT	-0.276166235779524	0.469001158695109	0.989314375600245	-	-	-	-	-	-
EXOSC7	0.179604177778634	0.469110487291966	0.989314375600245	-	-	-	-	-	-
ADH5	-0.173185836754823	0.46931376159083	0.989314375600245	-	-	-	-	-	-
PARP16	0.201451295832916	0.469555940731612	0.989314375600245	-	-	-	-	-	-
TMBIM6	-0.174510048433212	0.469563255622991	0.989314375600245	-	-	-	-	-	-
CCN2	-0.520223244818238	0.469606516413102	0.989314375600245	-	-	-	-	-	-
NDUFB2	0.176066042035201	0.469769146885804	0.989314375600245	-	-	-	-	-	-
IFIT2	-0.43316207061575	0.470085936201496	0.989314375600245	-	-	-	-	-	-
RNASEH1	-0.200182236274378	0.470269411678999	0.989314375600245	-	-	-	-	-	-
ARL6IP1	-0.196496751863667	0.470552499399147	0.989314375600245	-	-	-	-	-	-
SF3B1	-0.18258614754849	0.470784705250473	0.989314375600245	-	-	-	-	-	-
ACYP1	-0.326264169753344	0.471255193436061	0.989314375600245	-	-	-	-	-	-
MTCH2	-0.167028580399036	0.471410845590026	0.989314375600245	-	-	-	-	-	-
SRRM1	0.162616686892299	0.471545817507599	0.989314375600245	-	-	-	-	-	-
SCNN1A	0.1967895569775	0.471694517610181	0.989314375600245	-	-	-	-	-	-
RPAP1	0.175949346929101	0.471791778835688	0.989314375600245	-	-	-	-	-	-
LSM12	0.19586621449384	0.472440643855047	0.989314375600245	-	-	-	-	-	-
TAPBPL	-0.404553959345467	0.472650575603457	0.989314375600245	-	-	-	-	-	-
IFT46	0.172558286984602	0.4737710093666	0.989314375600245	-	-	-	-	-	-
SLC9A6	-0.233817483129913	0.473899969568209	0.989314375600245	-	-	-	-	-	-
BTBD3	-0.335297225520082	0.473940400683475	0.989314375600245	-	-	-	-	-	-
CABIN1	-0.246396445231843	0.475182928693012	0.989314375600245	-	-	-	-	-	-
ATRAID	0.207510231971932	0.475286520705606	0.989314375600245	-	-	-	-	-	-
MMUT	0.243777337956312	0.475471410690378	0.989314375600245	-	-	-	-	-	-
RPS13	-0.098490833614162	0.475843171772339	0.989314375600245	-	-	-	-	-	-
FAM50A	0.264899146154221	0.476049834217357	0.989314375600245	-	-	-	-	-	-
HTRA2	0.204851526719123	0.476467204193617	0.989314375600245	-	-	-	-	-	-
CHPF	-0.22194150115053	0.476656542129237	0.989314375600245	-	-	-	-	-	-
SMARCE1	-0.224974691842461	0.476724530125658	0.989314375600245	-	-	-	-	-	-
PCNP	-0.157783592286232	0.476755701453448	0.989314375600245	-	-	-	-	-	-
PBX3	0.342394067914554	0.477038056822082	0.989314375600245	-	-	-	-	-	-
MAP2K1	0.260689719328943	0.477416368367313	0.989314375600245	-	-	-	-	-	-
ST7	-0.166953378329411	0.47759166269125	0.989314375600245	-	-	-	-	-	-
AAR2	-0.127048673074778	0.477687223103156	0.989314375600245	-	-	-	-	-	-
MYO5C	-0.332953778932951	0.47812726500269	0.989314375600245	-	-	-	-	-	-
TRMT5	0.145366402559132	0.478724122956641	0.989314375600245	-	-	-	-	-	-
RPS27L	0.195235582694081	0.47889560294626	0.989314375600245	-	-	-	-	-	-
PHC1	-0.205844783347484	0.478916884727752	0.989314375600245	-	-	-	-	-	-
SLC39A1	-0.16921960168313	0.478923090008024	0.989314375600245	-	-	-	-	-	-
ACOT9	-0.237020604309361	0.479034320672108	0.989314375600245	-	-	-	-	-	-
MRPS17	-0.20001463625733	0.479167907002931	0.989314375600245	-	-	-	-	-	-
SEH1L	-0.26914187471744	0.47985942883284	0.989314375600245	-	-	-	-	-	-
CNNM4	-0.225372877204991	0.479908163986807	0.989314375600245	-	-	-	-	-	-
COIL	0.223196315846054	0.479920751253397	0.989314375600245	-	-	-	-	-	-
ZYX	0.219908758036179	0.480087145732409	0.989314375600245	-	-	-	-	-	-
CSNK2B	-0.190514364353291	0.480137810616344	0.989314375600245	-	-	-	-	-	-
CLIC4	0.284687346611325	0.480262646492002	0.989314375600245	-	-	-	-	-	-
OSGEPL1	-0.235710776521123	0.480924716129306	0.989314375600245	-	-	-	-	-	-
SMS	0.232728100019698	0.48163407130125	0.989314375600245	-	-	-	-	-	-
NOMO1	-0.207214914253627	0.481915363623442	0.989314375600245	-	-	-	-	-	-
CD93	0.229834690783001	0.482163231190123	0.989314375600245	-	-	-	-	-	-
TKT	0.184787244953737	0.482191000880993	0.989314375600245	-	-	-	-	-	-
PSMC3	-0.199427177724971	0.482274425825763	0.989314375600245	-	-	-	-	-	-
SEM1	-0.174151854851883	0.482675225747414	0.989314375600245	-	-	-	-	-	-
CNNM3	-0.190773825618223	0.482898117133388	0.989314375600245	-	-	-	-	-	-
AP3D1	-0.190895358789343	0.483012848699403	0.989314375600245	-	-	-	-	-	-
MDC1	-0.232121920955529	0.483360863154493	0.989314375600245	-	-	-	-	-	-
RPL8	-0.144676371787511	0.483917810023287	0.989314375600245	-	-	-	-	-	-
ZDHHC6	-0.238228310432308	0.484067291897131	0.989314375600245	-	-	-	-	-	-
FLNA	0.309511112220751	0.484306416264549	0.989314375600245	-	-	-	-	-	-
IGFBP2	-0.437046648178735	0.484765385437881	0.989314375600245	-	-	-	-	-	-
ZNF862	0.238641038551569	0.4847728500022	0.989314375600245	-	-	-	-	-	-
USP39	0.189861369978523	0.484921756275028	0.989314375600245	-	-	-	-	-	-
PRPF3	-0.29301782079375	0.484977629174409	0.989314375600245	-	-	-	-	-	-
RAB2A	-0.157607356339411	0.485797988030678	0.989314375600245	-	-	-	-	-	-
TSPYL2	0.139313379644121	0.486375578222587	0.989314375600245	-	-	-	-	-	-
RPL18A	0.169471954315543	0.486486944783715	0.989314375600245	-	-	-	-	-	-
DHRS1	-0.226689995084454	0.486543449861968	0.989314375600245	-	-	-	-	-	-
METTL1	-0.160869948639184	0.486945734003683	0.989314375600245	-	-	-	-	-	-
CSE1L	0.195621787435987	0.48718909833473	0.989314375600245	-	-	-	-	-	-
SLC39A4	-0.382044520943313	0.487937109692147	0.989314375600245	-	-	-	-	-	-
EPCAM	-0.345917256445078	0.488176688279468	0.989314375600245	-	-	-	-	-	-
LSM5	-0.216820032955353	0.488369953072522	0.989314375600245	-	-	-	-	-	-
HNRNPD	-0.158402573960232	0.488742210907986	0.989314375600245	-	-	-	-	-	-
UGDH	0.232913174974275	0.48875325203907	0.989314375600245	-	-	-	-	-	-
SEC16A	-0.257674779950128	0.489347137409792	0.989314375600245	-	-	-	-	-	-
ASL	0.244012195111764	0.489393055729267	0.989314375600245	-	-	-	-	-	-
IFIT3	-0.484057435428833	0.490240294290722	0.989314375600245	-	-	-	-	-	-
WAC	0.158518990730717	0.490556327030918	0.989314375600245	-	-	-	-	-	-
WASHC2C	0.162627976904045	0.49094705920545	0.989314375600245	-	-	-	-	-	-
RPL23A	0.0865086410635488	0.491026480625703	0.989314375600245	-	-	-	-	-	-
ZNHIT1	-0.246652481760651	0.491158641170963	0.989314375600245	-	-	-	-	-	-
DESI1	0.170086880573093	0.491523000836951	0.989314375600245	-	-	-	-	-	-
PSMB4	-0.134990571888391	0.491756392304604	0.989314375600245	-	-	-	-	-	-
SERTAD3	0.230937217116511	0.492372453037933	0.989314375600245	-	-	-	-	-	-
CALCOCO1	-0.174530965053068	0.49249601250072	0.989314375600245	-	-	-	-	-	-
TTC19	0.234368276646438	0.492619417655086	0.989314375600245	-	-	-	-	-	-
SLC25A5	-0.146443474927383	0.493173349156029	0.989314375600245	-	-	-	-	-	-
TIMM10	-0.192920153795763	0.493473697632559	0.989314375600245	-	-	-	-	-	-
XKR8	0.120680600177349	0.49379177949233	0.989314375600245	-	-	-	-	-	-
FMOD	-0.370342435140424	0.493961554998221	0.989314375600245	-	-	-	-	-	-
PFDN5	-0.170302054818564	0.494020150475543	0.989314375600245	-	-	-	-	-	-
TBCA	-0.195986067586728	0.494289858509283	0.989314375600245	-	-	-	-	-	-
SLC10A3	-0.259665812524895	0.494320130730639	0.989314375600245	-	-	-	-	-	-
GAR1	-0.204133184166484	0.494449294952547	0.989314375600245	-	-	-	-	-	-
CRBN	-0.219906485593764	0.494566432749929	0.989314375600245	-	-	-	-	-	-
TFCP2	-0.193854049397582	0.4949624507044	0.989314375600245	-	-	-	-	-	-
SNX11	0.128840561814173	0.495059052628569	0.989314375600245	-	-	-	-	-	-
BEX4	0.314290916544369	0.495187504328299	0.989314375600245	-	-	-	-	-	-
PHC2	-0.108357658957743	0.495369639185433	0.989314375600245	-	-	-	-	-	-
GEMIN6	-0.145244620888428	0.495597752500613	0.989314375600245	-	-	-	-	-	-
PXDN	0.383293028159992	0.495667635287033	0.989314375600245	-	-	-	-	-	-
CDV3	-0.183544618077312	0.49576058832587	0.989314375600245	-	-	-	-	-	-
THAP11	-0.163188178354931	0.495854220017746	0.989314375600245	-	-	-	-	-	-
DBI	-0.241829581305698	0.495962946649696	0.989314375600245	-	-	-	-	-	-
ATF4	-0.191594740095112	0.49624111995671	0.989314375600245	-	-	-	-	-	-
DYNLRB1	0.0960603309087159	0.496671560948595	0.989314375600245	-	-	-	-	-	-
PPL	-0.463621026239833	0.496893742441	0.989314375600245	-	-	-	-	-	-
H1-2	0.59837004475024	0.497660306820343	0.989314375600245	-	-	-	-	-	-
WWC3	-0.20706984271843	0.497894040027266	0.989314375600245	-	-	-	-	-	-
GORASP2	-0.175514044247969	0.497980238981641	0.989314375600245	-	-	-	-	-	-
AARS1	0.267310591125721	0.498045353777072	0.989314375600245	-	-	-	-	-	-
MTARC1	0.167383596023137	0.498702513440225	0.989314375600245	-	-	-	-	-	-
STX12	0.157364535067609	0.498992107164135	0.989314375600245	-	-	-	-	-	-
CAVIN1	0.345092639836721	0.498995465935345	0.989314375600245	-	-	-	-	-	-
ATP5ME	0.225828016045802	0.49964338249974	0.989314375600245	-	-	-	-	-	-
NOC3L	-0.226956133355529	0.499902124686102	0.989314375600245	-	-	-	-	-	-
ZNF106	-0.164745251326013	0.500147255679281	0.989314375600245	-	-	-	-	-	-
HADHA	0.171886767854402	0.500179016612027	0.989314375600245	-	-	-	-	-	-
UBC	-0.0840101632261444	0.500342361348929	0.989314375600245	-	-	-	-	-	-
TUBA1B	-0.113133937202965	0.500624807488738	0.989314375600245	-	-	-	-	-	-
SPP1	-0.310923450197751	0.500796663346022	0.989314375600245	-	-	-	-	-	-
YARS1	0.136676307924186	0.501246399911184	0.989314375600245	-	-	-	-	-	-
CCN1	0.453468034716667	0.501338994604233	0.989314375600245	-	-	-	-	-	-
TIPRL	-0.207579854138623	0.501398276749714	0.989314375600245	-	-	-	-	-	-
ATG101	-0.235739297140143	0.50140040847203	0.989314375600245	-	-	-	-	-	-
PRDX4	0.212170839004627	0.501453860160134	0.989314375600245	-	-	-	-	-	-
CCNG2	-0.177835397570971	0.501511736803513	0.989314375600245	-	-	-	-	-	-
CHP1	-0.17193187708657	0.501564901401247	0.989314375600245	-	-	-	-	-	-
CDC25B	-0.2889170249373	0.50249837439512	0.989314375600245	-	-	-	-	-	-
INPP1	0.196785930062761	0.502823189370988	0.989314375600245	-	-	-	-	-	-
SEC13	-0.251542033357385	0.503146814264281	0.989314375600245	-	-	-	-	-	-
SRPK1	-0.171477960130838	0.503241617460154	0.989314375600245	-	-	-	-	-	-
TTC4	0.16076726027344	0.504569148679226	0.989314375600245	-	-	-	-	-	-
PSMC6	0.23688369754258	0.505025022173356	0.989314375600245	-	-	-	-	-	-
MRPL57	0.170109616667426	0.505253302835868	0.989314375600245	-	-	-	-	-	-
NKIRAS2	-0.19376498666411	0.505277761966903	0.989314375600245	-	-	-	-	-	-
YKT6	-0.196366984486168	0.505462101899967	0.989314375600245	-	-	-	-	-	-
ILF2	-0.187716641044308	0.505647239044498	0.989314375600245	-	-	-	-	-	-
COX7A2L	0.155683315796625	0.505885050334409	0.989314375600245	-	-	-	-	-	-
ATOX1	-0.266351851674942	0.505951393727787	0.989314375600245	-	-	-	-	-	-
CNN2	-0.250380927066968	0.506112387056694	0.989314375600245	-	-	-	-	-	-
HCFC1R1	0.222547945874541	0.506244715946612	0.989314375600245	-	-	-	-	-	-
BLOC1S1	-0.209645234144568	0.506407725046071	0.989314375600245	-	-	-	-	-	-
C6orf62	-0.198959467722378	0.507705799319826	0.989314375600245	-	-	-	-	-	-
RPL26L1	-0.198361234969065	0.507754966386584	0.989314375600245	-	-	-	-	-	-
IPO8	-0.158956618885672	0.507950018084925	0.989314375600245	-	-	-	-	-	-
AHSA1	0.151509854411078	0.50844512472192	0.989314375600245	-	-	-	-	-	-
AGRN	0.167555039415008	0.508755907942526	0.989314375600245	-	-	-	-	-	-
GLO1	-0.18663192179927	0.508998928537358	0.989314375600245	-	-	-	-	-	-
UBA5	-0.168314820027804	0.509275670508543	0.989314375600245	-	-	-	-	-	-
AHR	-0.323784806172857	0.509289424605094	0.989314375600245	-	-	-	-	-	-
ARHGEF3	0.296818116958566	0.509551741046512	0.989314375600245	-	-	-	-	-	-
COL16A1	0.381504668358856	0.509784329952641	0.989314375600245	-	-	-	-	-	-
CTDNEP1	0.191659912302485	0.510520219400796	0.989314375600245	-	-	-	-	-	-
COA3	0.10911083715573	0.510553675663076	0.989314375600245	-	-	-	-	-	-
RPL30	0.0908297506488909	0.510608050001156	0.989314375600245	-	-	-	-	-	-
DERL2	-0.218595598236029	0.510700186507442	0.989314375600245	-	-	-	-	-	-
VPS4B	-0.180391976005971	0.510937369779636	0.989314375600245	-	-	-	-	-	-
CMC4	0.247815139933489	0.510951710529563	0.989314375600245	-	-	-	-	-	-
ELP3	0.21651867220702	0.51119803843727	0.989314375600245	-	-	-	-	-	-
AGL	0.207583640367437	0.51165121792794	0.989314375600245	-	-	-	-	-	-
CSTF3	-0.24631345791715	0.512488856764854	0.989314375600245	-	-	-	-	-	-
ARL8B	-0.218261654271269	0.512593553999765	0.989314375600245	-	-	-	-	-	-
TMEM260	0.222752175446022	0.512760700289785	0.989314375600245	-	-	-	-	-	-
ENO2	0.44034897207425	0.512826965640641	0.989314375600245	-	-	-	-	-	-
ARHGEF5	0.253279898839844	0.512895276524132	0.989314375600245	-	-	-	-	-	-
EEF1B2	-0.178154096635146	0.513262991555241	0.989314375600245	-	-	-	-	-	-
CTAGE15	0.183777271581982	0.513292053788354	0.989314375600245	-	-	-	-	-	-
SRSF1	-0.146592476949913	0.513404249987437	0.989314375600245	-	-	-	-	-	-
PJA1	-0.179814536659563	0.514129629285463	0.989314375600245	-	-	-	-	-	-
MPST	-0.196983554007366	0.514235248004762	0.989314375600245	-	-	-	-	-	-
MPV17	0.145934644726968	0.514240053780436	0.989314375600245	-	-	-	-	-	-
RBM25	0.178975870698606	0.514431498143031	0.989314375600245	-	-	-	-	-	-
GMPS	0.157019137953456	0.515175685004715	0.989314375600245	-	-	-	-	-	-
BRD2	-0.176473032493957	0.515179596836707	0.989314375600245	-	-	-	-	-	-
PDIA5	0.304056752023115	0.515398346724499	0.989314375600245	-	-	-	-	-	-
PSMA1	-0.135092229201711	0.515497236738311	0.989314375600245	-	-	-	-	-	-
BSG	-0.276259114639997	0.51587522916664	0.989314375600245	-	-	-	-	-	-
SLBP	-0.36172572704472	0.515908808666446	0.989314375600245	-	-	-	-	-	-
RPL18	0.0906136574210608	0.515923043915505	0.989314375600245	-	-	-	-	-	-
STAT3	0.150294023665694	0.515956288143646	0.989314375600245	-	-	-	-	-	-
SLC35E1	0.143470053954722	0.515990668486656	0.989314375600245	-	-	-	-	-	-
AKTIP	-0.228173712022934	0.516763230995218	0.989314375600245	-	-	-	-	-	-
MBTPS1	0.160000602229834	0.516863476581721	0.989314375600245	-	-	-	-	-	-
APOE	-0.415575860863572	0.516901037115145	0.989314375600245	-	-	-	-	-	-
FASTKD5	0.202309881983263	0.516962386117586	0.989314375600245	-	-	-	-	-	-
M6PR	-0.295125457172814	0.517457889703715	0.989314375600245	-	-	-	-	-	-
TP53BP2	-0.251909258208108	0.518484706515651	0.989314375600245	-	-	-	-	-	-
CEBPB	-0.159930351565921	0.519312357105766	0.989314375600245	-	-	-	-	-	-
H2BC9	-0.367035811963395	0.519369056578008	0.989314375600245	-	-	-	-	-	-
PLEKHF2	-0.263422486501846	0.520066020710085	0.989314375600245	-	-	-	-	-	-
VBP1	-0.152810684390127	0.520145278214932	0.989314375600245	-	-	-	-	-	-
DDX21	0.185216373952581	0.520668475423502	0.989314375600245	-	-	-	-	-	-
ADIPOR2	0.182236527965647	0.521186298020649	0.989314375600245	-	-	-	-	-	-
CAMSAP2	-0.201200685190076	0.521254544441169	0.989314375600245	-	-	-	-	-	-
PTMA	-0.146415253796229	0.521278829044852	0.989314375600245	-	-	-	-	-	-
SPTSSA	-0.220801305539391	0.521853696499535	0.989314375600245	-	-	-	-	-	-
CKS2	-0.296196353832117	0.522018557412394	0.989314375600245	-	-	-	-	-	-
RRS1	-0.206987722608955	0.522634695309084	0.989314375600245	-	-	-	-	-	-
S100A11	-0.206648378085847	0.523265004602719	0.989314375600245	-	-	-	-	-	-
RBMS1	0.206039352302179	0.523499466117954	0.989314375600245	-	-	-	-	-	-
RANBP6	-0.243867154942357	0.523965924539638	0.989314375600245	-	-	-	-	-	-
UBE2A	-0.175765360671183	0.523991860295398	0.989314375600245	-	-	-	-	-	-
RPS4X	-0.101430743918666	0.52463876142521	0.989314375600245	-	-	-	-	-	-
SLCO3A1	0.233709303624086	0.524665406403416	0.989314375600245	-	-	-	-	-	-
CLDN3	-0.384057997275427	0.524783052276343	0.989314375600245	-	-	-	-	-	-
HRAS	0.237127538426754	0.525136216542567	0.989314375600245	-	-	-	-	-	-
HGH1	-0.177891698621813	0.525620881281578	0.989314375600245	-	-	-	-	-	-
DDIT4	-0.388735895870504	0.525653874756719	0.989314375600245	-	-	-	-	-	-
FADD	-0.159603861922467	0.526019545430946	0.989314375600245	-	-	-	-	-	-
STX16	-0.215239983443352	0.526066880895072	0.989314375600245	-	-	-	-	-	-
LAPTM5	-0.299370037849927	0.526099439166197	0.989314375600245	-	-	-	-	-	-
SLC34A2	0.476490140775095	0.526359712831486	0.989314375600245	-	-	-	-	-	-
CD74	-0.252984547408039	0.527046053716708	0.989314375600245	-	-	-	-	-	-
RDH14	-0.183073108467441	0.527059262901997	0.989314375600245	-	-	-	-	-	-
AIP	0.154244219487927	0.527062864602698	0.989314375600245	-	-	-	-	-	-
NDUFS6	0.18518505511475	0.527130608619341	0.989314375600245	-	-	-	-	-	-
RBM10	0.148618213131497	0.527212892111565	0.989314375600245	-	-	-	-	-	-
GPNMB	-0.413073178909953	0.527401925622368	0.989314375600245	-	-	-	-	-	-
USP33	-0.13562770344719	0.52783378152734	0.989314375600245	-	-	-	-	-	-
RABL6	-0.147245820574197	0.528092482138613	0.989314375600245	-	-	-	-	-	-
CTSV	-0.438612859360436	0.528263955917849	0.989314375600245	-	-	-	-	-	-
OSBPL11	-0.196502360899293	0.528301542218045	0.989314375600245	-	-	-	-	-	-
MSL1	0.127571308345121	0.528664178817851	0.989314375600245	-	-	-	-	-	-
ORC3	-0.263849905161312	0.528885580128838	0.989314375600245	-	-	-	-	-	-
GGCT	-0.219626106680783	0.528987500479536	0.989314375600245	-	-	-	-	-	-
UNC13B	0.208111547708883	0.529045699762672	0.989314375600245	-	-	-	-	-	-
NUCKS1	-0.171448470629513	0.529229354921694	0.989314375600245	-	-	-	-	-	-
PSMA7	0.187529203988739	0.529382091773932	0.989314375600245	-	-	-	-	-	-
KMT5B	0.168237404192139	0.529681537405395	0.989314375600245	-	-	-	-	-	-
YIPF6	-0.153830176368793	0.530191579965403	0.989314375600245	-	-	-	-	-	-
CAST	-0.154069079781849	0.530203636442568	0.989314375600245	-	-	-	-	-	-
PRICKLE4	-0.185471395889765	0.530373433824393	0.989314375600245	-	-	-	-	-	-
MICU2	0.176868742696083	0.530507664656157	0.989314375600245	-	-	-	-	-	-
SLTM	-0.146677141637948	0.530704646733103	0.989314375600245	-	-	-	-	-	-
MOGS	-0.158970948674483	0.530944033297006	0.989314375600245	-	-	-	-	-	-
ALDOA	0.182456345397772	0.530978892450351	0.989314375600245	-	-	-	-	-	-
NDUFS2	0.180834062408951	0.531057918140846	0.989314375600245	-	-	-	-	-	-
BEX3	-0.124959824134475	0.531386788028876	0.989314375600245	-	-	-	-	-	-
YPEL5	-0.179367957288427	0.53153239041351	0.989314375600245	-	-	-	-	-	-
SH3GL1	-0.150198683646022	0.531916917969559	0.989314375600245	-	-	-	-	-	-
CLCN7	-0.131272692260715	0.532205135140239	0.989314375600245	-	-	-	-	-	-
LAPTM4B	-0.165171448160694	0.532351567693365	0.989314375600245	-	-	-	-	-	-
ZFP36	0.313376805565503	0.532389692531865	0.989314375600245	-	-	-	-	-	-
HOXB2	-0.510997548418235	0.532752105281981	0.989314375600245	-	-	-	-	-	-
SLC25A1	-0.217607566922998	0.533185106250829	0.989314375600245	-	-	-	-	-	-
CAPRIN1	-0.156220854683491	0.533257025617646	0.989314375600245	-	-	-	-	-	-
NPM1	-0.140055080043751	0.533353996629107	0.989314375600245	-	-	-	-	-	-
FEZ2	0.117762393773081	0.533579585607446	0.989314375600245	-	-	-	-	-	-
ZNF692	0.179642276598424	0.533922354442015	0.989314375600245	-	-	-	-	-	-
MUC1	-0.363787837519028	0.534277635762868	0.989314375600245	-	-	-	-	-	-
ZNRD2	-0.179152559462939	0.534484619028551	0.989314375600245	-	-	-	-	-	-
BABAM1	0.191067370893853	0.53496164794913	0.989314375600245	-	-	-	-	-	-
BCL6	0.238604324376475	0.535175087612477	0.989314375600245	-	-	-	-	-	-
PDCD6IP	0.144299845709659	0.535422268438275	0.989314375600245	-	-	-	-	-	-
CNPPD1	0.144650479677229	0.535486588756551	0.989314375600245	-	-	-	-	-	-
NOP2	0.198202738875314	0.535567228978526	0.989314375600245	-	-	-	-	-	-
DCTN6	0.20073454649823	0.53565878859106	0.989314375600245	-	-	-	-	-	-
WT1	0.349946432906021	0.536147465419908	0.989314375600245	-	-	-	-	-	-
WDR11	-0.235844714080749	0.536801576466536	0.989314375600245	-	-	-	-	-	-
RTN4	-0.152245260347659	0.536868267193884	0.989314375600245	-	-	-	-	-	-
MT1F	0.337675855737955	0.537167293207046	0.989314375600245	-	-	-	-	-	-
MYBL2	0.211532034427885	0.537413433108051	0.989314375600245	-	-	-	-	-	-
KHDRBS1	-0.108492130377947	0.537486953664766	0.989314375600245	-	-	-	-	-	-
LZTS3	0.21919970416227	0.538269205207034	0.989314375600245	-	-	-	-	-	-
TMCO6	-0.189682495639944	0.538687945858735	0.989314375600245	-	-	-	-	-	-
MLF2	0.180092458380024	0.539138540747487	0.989314375600245	-	-	-	-	-	-
SEC24C	0.178580267075873	0.53972226189529	0.989314375600245	-	-	-	-	-	-
TMEM230	0.178401441871858	0.539828151290099	0.989314375600245	-	-	-	-	-	-
ABL1	-0.190170384667331	0.539836872338625	0.989314375600245	-	-	-	-	-	-
RER1	-0.1726485371441	0.540581386082512	0.989314375600245	-	-	-	-	-	-
GOLGB1	-0.168638495868632	0.540634124504872	0.989314375600245	-	-	-	-	-	-
SLC12A7	-0.142140556374748	0.540729414705735	0.989314375600245	-	-	-	-	-	-
RASSF7	0.17083375886087	0.540859897595762	0.989314375600245	-	-	-	-	-	-
FLII	0.128174296547779	0.54093966890405	0.989314375600245	-	-	-	-	-	-
SND1	0.164523874902851	0.541042957999395	0.989314375600245	-	-	-	-	-	-
OVGP1	0.582105259802035	0.541135477598873	0.989314375600245	-	-	-	-	-	-
EIF4G2	-0.085919150733034	0.541774843955815	0.989314375600245	-	-	-	-	-	-
KIAA0753	-0.237413915517651	0.542078348671393	0.989314375600245	-	-	-	-	-	-
CDK2AP2	-0.17742428481447	0.542398252326917	0.989314375600245	-	-	-	-	-	-
CSDE1	-0.145866350449831	0.542633408100813	0.989314375600245	-	-	-	-	-	-
GOLPH3	-0.122753519903215	0.543032469783366	0.989314375600245	-	-	-	-	-	-
SLC7A5	-0.365806500741065	0.543140050870557	0.989314375600245	-	-	-	-	-	-
SEPHS2	-0.213653977518974	0.543606761091528	0.989314375600245	-	-	-	-	-	-
CLDN7	-0.275369494874608	0.543830674489296	0.989314375600245	-	-	-	-	-	-
SCMH1	0.171257935476179	0.543934649008315	0.989314375600245	-	-	-	-	-	-
C1QA	-0.33285952144927	0.54400443579164	0.989314375600245	-	-	-	-	-	-
GNPAT	-0.213747871725995	0.544317547318296	0.989314375600245	-	-	-	-	-	-
EXOSC8	-0.214998689976839	0.544442551419158	0.989314375600245	-	-	-	-	-	-
GID8	0.167797315971375	0.544829134281581	0.989314375600245	-	-	-	-	-	-
PIK3IP1	0.147567230302043	0.544853858576245	0.989314375600245	-	-	-	-	-	-
DYRK4	0.208011396695212	0.545105771223705	0.989314375600245	-	-	-	-	-	-
VAMP3	-0.173972968868112	0.545253507832376	0.989314375600245	-	-	-	-	-	-
CRABP2	-0.397954113951519	0.545534611298403	0.989314375600245	-	-	-	-	-	-
DRG2	0.151261001765711	0.545639788545506	0.989314375600245	-	-	-	-	-	-
CSNK1D	0.10005617433128	0.545654411083111	0.989314375600245	-	-	-	-	-	-
CNP	0.109969319481542	0.546141262854217	0.989314375600245	-	-	-	-	-	-
TOP2B	-0.172019300293959	0.546457815662011	0.989314375600245	-	-	-	-	-	-
TMEM186	-0.195218614302859	0.546638987128606	0.989314375600245	-	-	-	-	-	-
RPS10	0.0866889651859134	0.546764963299377	0.989314375600245	-	-	-	-	-	-
IMPDH1	0.19787393606613	0.546813984103207	0.989314375600245	-	-	-	-	-	-
GMPR	0.432071045507141	0.547612693907186	0.989314375600245	-	-	-	-	-	-
MAEA	0.249704913062031	0.547771285882547	0.989314375600245	-	-	-	-	-	-
